X,Y,FID,id,modified,language,bibliographicCitation,institutionCode,collectionCode,datasetName,basisOfRecord,dynamicProperties,catalogNumber,occurrenceRemarks,individualCount,sex,lifeStage,occurrenceStatus,associatedTaxa,eventID,samplingProtocol,eventDate,startDayOfYear,year,month,day,fieldNumber,waterBody,country,stateProvince,county,locality,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,identifiedBy,typeStatus,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship
148.7,-41.05,1,1,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,BANZARE  Stn 115 Anthemiphyllia multidentata,,,,,Present,,,,1931-03-24,83,1931,3,24,BANZARE  Stn 115,Pacific Ocean,,,,northeastern Tasmania,128,128,-41.05,148.7,WGS84,500,POINT (148.7 -41.05),,,urn:lsid:marinespecies.org:taxname:289415,Anthemiphyllia multidentata,Animalia,Cnidaria,Anthozoa,Scleractinia,Anthemiphylliidae,Anthemiphyllia,,multidentata,,"Cairns, 1999"
-16.95,32.4167,2,2,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,CANCAP Stn 3.053 Truncatoflabellum stabile,,,,,Present,,,,1978-10-20,293,1978,10,20,CANCAP Stn 3.053,Atlantic Ocean,,,,south of Madeira,2850,3010,32.4167,-16.95,WGS84,500,POINT (-16.95 32.4167),,,urn:lsid:marinespecies.org:taxname:135202,Truncatoflabellum stabile,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Truncatoflabellum,,stabile,,"(Marenzeller, 1904)"
-169.405,16.6867,3,3,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,HURL Stn 83-202 Madracis kauaiensis,,,,,Present,,,,1983-10-16,289,1983,10,16,HURL Stn 83-202,Pacific Ocean,,,,Johnston Atoll,183,183,16.6867,-169.405,WGS84,500,POINT (-169.405 16.6867),,,urn:lsid:marinespecies.org:taxname:208944,Madracis kauaiensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Madracis,,kauaiensis,,"Vaughan, 1907"
-156.0583,20.5967,4,4,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,HURL Stn P5-063 Trochocyathus (Trochocyathus) patelliformis,,,,,Present,,,,1988-05-23,144,1988,5,23,HURL Stn P5-063,Pacific Ocean,,,,"Alenuihaha, Hawaiian Island",1020,1020,20.5967,-156.0583,WGS84,500,POINT (-156.0583 20.5967),,,urn:lsid:marinespecies.org:taxname:286890,Trochocyathus (Trochocyathus) patelliformis,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Trochocyathus,Trochocyathus,patelliformis,,"Cairns, 1999"
133.0308,-5.2969,5,5,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,KARUBAR 'Baruna Jaya 1' Stn 18 Anthemiphyllia spinifera,,,,,Present,,,,1991-10-24,297,1991,10,24,KARUBAR 'Baruna Jaya 1' Stn 18,Pacific Ocean,,,,Kai Island,205,212,-5.2969,133.0308,WGS84,500,POINT (133.0308 -5.2969),,,urn:lsid:marinespecies.org:taxname:289419,Anthemiphyllia spinifera,Animalia,Cnidaria,Anthozoa,Scleractinia,Anthemiphylliidae,Anthemiphyllia,,spinifera,,"Cairns, 1999"
132.8067,-7.8742,6,6,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,KARUBAR 'Baruna Jaya 1' Stn 44 Javania exserta,,,,,Present,,,,1991-10-29,302,1991,10,29,KARUBAR 'Baruna Jaya 1' Stn 44,Pacific Ocean,,,,Tanimbar,291,295,-7.8742,132.8067,WGS84,500,POINT (132.8067 -7.8742),,,urn:lsid:marinespecies.org:taxname:287034,Javania exserta,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Javania,,exserta,,"Cairns, 1999"
132.9806,-7.9975,7,7,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,KARUBAR 'Baruna Jaya 1' Stn 49 Javania exserta,,,,,Present,,,,1991-10-29,302,1991,10,29,KARUBAR 'Baruna Jaya 1' Stn 49,Pacific Ocean,,,,Tanimbar,206,209,-7.9975,132.9806,WGS84,500,POINT (132.9806 -7.9975),,,urn:lsid:marinespecies.org:taxname:287034,Javania exserta,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Javania,,exserta,,"Cairns, 1999"
132.3344,-5.7775,8,8,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,KARUBAR 'Baruna Jaya 1' Stn 5 Trochocyathus (Trochocyathus) vasiformis,,,,,Present,,,,1991-10-22,295,1991,10,22,KARUBAR 'Baruna Jaya 1' Stn 5,Pacific Ocean,,,,Kai Island,285,323,-5.7775,132.3344,WGS84,500,POINT (132.3344 -5.7775),,,urn:lsid:marinespecies.org:taxname:286896,Trochocyathus (Trochocyathus) vasiformis,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Trochocyathus,Trochocyathus,vasiformis,,"Bourne, 1903"
131.2414,-9.3997,9,9,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,KARUBAR 'Baruna Jaya 1' Stn 86 Javania exserta,,,,,Present,,,,1991-11-04,308,1991,11,4,KARUBAR 'Baruna Jaya 1' Stn 86,Pacific Ocean,,,,Tanimbar,111,216,-9.3997,131.2414,WGS84,500,POINT (131.2414 -9.3997),,,urn:lsid:marinespecies.org:taxname:287034,Javania exserta,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Javania,,exserta,,"Cairns, 1999"
148.6083,-39.0333,10,10,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,KIMBLA Stn K7/73-37 Anthemiphyllia multidentata,,,,,Present,,,,1973-11-23,327,1973,11,23,KIMBLA Stn K7/73-37,Pacific Ocean,,,,northeastern Tasmania,256,256,-39.0333,148.6083,WGS84,500,POINT (148.6083 -39.0333),,,urn:lsid:marinespecies.org:taxname:289415,Anthemiphyllia multidentata,Animalia,Cnidaria,Anthozoa,Scleractinia,Anthemiphylliidae,Anthemiphyllia,,multidentata,,"Cairns, 1999"
120.32,14.0,11,11,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 1 'Vauban' Stn 65 Javania exserta,,,,,Present,,,,1976-03-27,87,1976,3,27,MUSORSTOM 1 'Vauban' Stn 65,Pacific Ocean,,,,"SW Luzon, Philippines",194,202,14,120.32,WGS84,500,POINT (120.32 14),,,urn:lsid:marinespecies.org:taxname:287034,Javania exserta,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Javania,,exserta,,"Cairns, 1999"
120.3267,14.01,12,12,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 3 'Coriolis' Stn 87 Aulocyathus juvenescens,,,,,Present,,,,1985-05-31,151,1985,5,31,MUSORSTOM 3 'Coriolis' Stn 87,Pacific Ocean,,,,"SW Luzon, Philippines",191,197,14.01,120.3267,WGS84,500,POINT (120.3267 14.01),,,urn:lsid:marinespecies.org:taxname:286720,Aulocyathus juvenescens,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Aulocyathus,,juvenescens,,"Marenzeller, 1904"
-177.4633,-12.2617,13,13,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  552 Fungiacyathus (Fungiacyathus) stephanus,,,,,Present,,,,1992-05-18,139,1992,5,18,MUSORSTOM 7 'Alis' Stn  552,Pacific Ocean,,,,Combe Bank,786,800,-12.2617,-177.4633,WGS84,500,POINT (-177.4633 -12.2617),,,urn:lsid:marinespecies.org:taxname:287087,Fungiacyathus (Fungiacyathus) stephanus,Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiacyathidae,Fungiacyathus,Fungiacyathus,stephanus,,"(Alcock, 1893)"
-177.4633,-12.2617,14,14,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  552 Deltocyathus cameratus,,,,,Present,,,,1992-05-18,139,1992,5,18,MUSORSTOM 7 'Alis' Stn  552,Pacific Ocean,,,,Combe Bank,786,800,-12.2617,-177.4633,WGS84,500,POINT (-177.4633 -12.2617),,,urn:lsid:marinespecies.org:taxname:286792,Deltocyathus cameratus,Animalia,Cnidaria,Anthozoa,Scleractinia,Deltocyathidae,Deltocyathus,,cameratus,,"Cairns, 1999"
-177.4633,-12.2617,15,15,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  552 Madrepora oculata f. tenuis,,,,,Present,,,,1992-05-18,139,1992,5,18,MUSORSTOM 7 'Alis' Stn  552,Pacific Ocean,,,,Combe Bank,786,800,-12.2617,-177.4633,WGS84,500,POINT (-177.4633 -12.2617),,,urn:lsid:marinespecies.org:taxname:135209,Madrepora oculata f. tenuis,Animalia,Cnidaria,Anthozoa,Scleractinia,Oculinidae,Madrepora,,oculata,,"Linnaeus, 1758"
-177.4633,-12.2617,16,16,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  552 Flabellum (Ulocyathus) apertum apertum,,,,,Present,,,,1992-05-18,139,1992,5,18,MUSORSTOM 7 'Alis' Stn  552,Pacific Ocean,,,,Combe Bank,786,800,-12.2617,-177.4633,WGS84,500,POINT (-177.4633 -12.2617),,,urn:lsid:marinespecies.org:taxname:286998,Flabellum (Ulocyathus) apertum apertum,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Ulocyathus,apertum,apertum,"Moseley, 1876"
-177.4633,-12.2617,17,17,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  552 Caryophyllia (Caryophyllia) scobinosa,,,,,Present,,,,1992-05-18,139,1992,5,18,MUSORSTOM 7 'Alis' Stn  552,Pacific Ocean,,,,Combe Bank,786,800,-12.2617,-177.4633,WGS84,500,POINT (-177.4633 -12.2617),,,urn:lsid:marinespecies.org:taxname:286765,Caryophyllia (Caryophyllia) scobinosa,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,Caryophyllia,scobinosa,,"Alcock, 1902"
-178.32,-11.7917,18,18,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  555 Anthemiphyllia dentata,,,,,Present,,,,1992-05-19,140,1992,5,19,MUSORSTOM 7 'Alis' Stn  555,Pacific Ocean,,,,Tuscarora Bank,540,542,-11.7917,-178.32,WGS84,500,POINT (-178.32 -11.7917),,,urn:lsid:marinespecies.org:taxname:289412,Anthemiphyllia dentata,Animalia,Cnidaria,Anthozoa,Scleractinia,Anthemiphylliidae,Anthemiphyllia,,dentata,,"(Alcock, 1902)"
-178.32,-11.7917,19,19,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  555 Trochocyathus (Aplocyathus) hastatus,,,,,Present,,,,1992-05-19,140,1992,5,19,MUSORSTOM 7 'Alis' Stn  555,Pacific Ocean,,,,Tuscarora Bank,540,542,-11.7917,-178.32,WGS84,500,POINT (-178.32 -11.7917),,,urn:lsid:marinespecies.org:taxname:286884,Trochocyathus (Aplocyathus) hastatus,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Trochocyathus,Aplocyathus,hastatus,,"Bourne, 1903"
-178.32,-11.7917,20,20,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  555 Deltocyathus taiwanicus,,,,,Present,,,,1992-05-19,140,1992,5,19,MUSORSTOM 7 'Alis' Stn  555,Pacific Ocean,,,,Tuscarora Bank,540,542,-11.7917,-178.32,WGS84,500,POINT (-178.32 -11.7917),,,urn:lsid:marinespecies.org:taxname:286808,Deltocyathus taiwanicus,Animalia,Cnidaria,Anthozoa,Scleractinia,Deltocyathidae,Deltocyathus,,taiwanicus,,"Hu, 1987"
-178.32,-11.7917,21,21,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  555 Deltocyathus cameratus,,,,,Present,,,,1992-05-19,140,1992,5,19,MUSORSTOM 7 'Alis' Stn  555,Pacific Ocean,,,,Tuscarora Bank,540,542,-11.7917,-178.32,WGS84,500,POINT (-178.32 -11.7917),,,urn:lsid:marinespecies.org:taxname:286792,Deltocyathus cameratus,Animalia,Cnidaria,Anthozoa,Scleractinia,Deltocyathidae,Deltocyathus,,cameratus,,"Cairns, 1999"
-178.32,-11.7917,22,22,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  555 Conotrochus funicolumna,,,,,Present,,,,1992-05-19,140,1992,5,19,MUSORSTOM 7 'Alis' Stn  555,Pacific Ocean,,,,Tuscarora Bank,540,542,-11.7917,-178.32,WGS84,500,POINT (-178.32 -11.7917),,,urn:lsid:marinespecies.org:taxname:289706,Conotrochus funicolumna,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Conotrochus,,funicolumna,,"(Alcock, 1902)"
-178.3,-11.8117,23,23,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  556 Stephanophyllia neglecta,,,,,Present,,,,1992-05-19,140,1992,5,19,MUSORSTOM 7 'Alis' Stn  556,Pacific Ocean,,,,Tuscarora Bank,440,440,-11.8117,-178.3,WGS84,500,POINT (-178.3 -11.8117),,,urn:lsid:marinespecies.org:taxname:291126,Stephanophyllia neglecta,Animalia,Cnidaria,Anthozoa,Scleractinia,Micrabaciidae,Stephanophyllia,,neglecta,,"Boschma, 1923"
-178.3,-11.8117,24,24,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  556 Caryophyllia (Caryophyllia) quadragenaria,,,,,Present,,,,1992-05-19,140,1992,5,19,MUSORSTOM 7 'Alis' Stn  556,Pacific Ocean,,,,Tuscarora Bank,440,440,-11.8117,-178.3,WGS84,500,POINT (-178.3 -11.8117),,,urn:lsid:marinespecies.org:taxname:286760,Caryophyllia (Caryophyllia) quadragenaria,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,Caryophyllia,quadragenaria,,"Alcock, 1902"
-178.3,-11.8117,25,25,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  556 Oxysmilia epithecata,,,,,Present,,,,1992-05-19,140,1992,5,19,MUSORSTOM 7 'Alis' Stn  556,Pacific Ocean,,,,Tuscarora Bank,440,440,-11.8117,-178.3,WGS84,500,POINT (-178.3 -11.8117),,,urn:lsid:marinespecies.org:taxname:290564,Oxysmilia epithecata,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Oxysmilia,,epithecata,,"Cairns, 1999"
-178.3,-11.8117,26,26,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  556 Bourneotrochus stellulatus,,,,,Present,,,,1992-05-19,140,1992,5,19,MUSORSTOM 7 'Alis' Stn  556,Pacific Ocean,,,,Tuscarora Bank,440,440,-11.8117,-178.3,WGS84,500,POINT (-178.3 -11.8117),,,urn:lsid:marinespecies.org:taxname:289532,Bourneotrochus stellulatus,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Bourneotrochus,,stellulatus,,"(Cairns, 1984)"
