X,Y,FID,id,modified,language,bibliographicCitation,institutionCode,collectionCode,datasetName,basisOfRecord,dynamicProperties,catalogNumber,occurrenceRemarks,individualCount,sex,lifeStage,occurrenceStatus,associatedTaxa,eventID,samplingProtocol,eventDate,startDayOfYear,year,month,day,fieldNumber,waterBody,country,stateProvince,county,locality,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,identifiedBy,typeStatus,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship
-178.1717,-14.225,484,336,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 512 Deltocyathoides orientalis,,,,,Present,,,,1992-05-12,133,1992,5,12,MUSORSTOM 7 'Alis' Stn 512,Pacific Ocean,,,,Futuna,210,245,-14.225,-178.1717,WGS84,500,POINT (-178.1717 -14.225),,,urn:lsid:marinespecies.org:taxname:287127,Deltocyathoides orientalis,Animalia,Cnidaria,Anthozoa,Scleractinia,Turbinoliidae,Deltocyathoides,,orientalis,,"(Duncan, 1876)"
167.2833,-15.8333,485,735,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1084 Flabellum (Flabellum) pavoninum,,,,,Present,,,,1994-10-05,278,1994,10,5,MUSORSTOM 8 'Alis' Stn 1084,Pacific Ocean,,,,Malakula,207,280,-15.8333,167.2833,WGS84,500,POINT (167.2833 -15.8333),,,urn:lsid:marinespecies.org:taxname:287022,Flabellum (Flabellum) pavoninum,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Flabellum,pavoninum,,"Lesson, 1831"
-178.1717,-14.225,486,337,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 512 Idiotrochus kikutii,,,,,Present,,,,1992-05-12,133,1992,5,12,MUSORSTOM 7 'Alis' Stn 512,Pacific Ocean,,,,Futuna,210,245,-14.225,-178.1717,WGS84,500,POINT (-178.1717 -14.225),,,urn:lsid:marinespecies.org:taxname:290181,Idiotrochus kikutii,Animalia,Cnidaria,Anthozoa,Scleractinia,Turbinoliidae,Idiotrochus,,kikutii,,"(Yabe & Eguchi, 1941)"
-178.1717,-14.225,487,338,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 512 Truncatoflabellum phoenix,,,,,Present,,,,1992-05-12,133,1992,5,12,MUSORSTOM 7 'Alis' Stn 512,Pacific Ocean,,,,Futuna,210,245,-14.225,-178.1717,WGS84,500,POINT (-178.1717 -14.225),,,urn:lsid:marinespecies.org:taxname:287063,Truncatoflabellum phoenix,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Truncatoflabellum,,phoenix,,"Cairns, 1995"
167.3,-15.8,488,736,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1085 Flabellum (Flabellum) pavoninum,,,,,Present,,,,1994-10-05,278,1994,10,5,MUSORSTOM 8 'Alis' Stn 1085,Pacific Ocean,,,,Malakula,155,161,-15.8,167.3,WGS84,500,POINT (167.3 -15.8),,,urn:lsid:marinespecies.org:taxname:287022,Flabellum (Flabellum) pavoninum,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Flabellum,pavoninum,,"Lesson, 1831"
167.3,-15.8,489,737,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1085 Truncatoflabellum martensii,,,,,Present,,,,1994-10-05,278,1994,10,5,MUSORSTOM 8 'Alis' Stn 1085,Pacific Ocean,,,,Malakula,155,161,-15.8,167.3,WGS84,500,POINT (167.3 -15.8),,,urn:lsid:marinespecies.org:taxname:287059,Truncatoflabellum martensii,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Truncatoflabellum,,martensii,,"(Studer, 1878)"
167.3,-15.8,490,738,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1085 Javania exserta,,,,,Present,,,,1994-10-05,278,1994,10,5,MUSORSTOM 8 'Alis' Stn 1085,Pacific Ocean,,,,Malakula,155,161,-15.8,167.3,WGS84,500,POINT (167.3 -15.8),,,urn:lsid:marinespecies.org:taxname:287034,Javania exserta,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Javania,,exserta,,"Cairns, 1999"
167.3333,-16.2333,491,677,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1061 Deltocyathus cameratus,,,,,Present,,,,1994-10-02,275,1994,10,2,MUSORSTOM 8 'Alis' Stn 1061,Pacific Ocean,,,,Malakula,458,512,-16.2333,167.3333,WGS84,500,POINT (167.3333 -16.2333),,,urn:lsid:marinespecies.org:taxname:286792,Deltocyathus cameratus,Animalia,Cnidaria,Anthozoa,Scleractinia,Deltocyathidae,Deltocyathus,,cameratus,,"Cairns, 1999"
167.35,-16.2667,492,678,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1065 Caryophyllia (Caryophyllia) abrupta,,,,,Present,,,,1994-10-02,275,1994,10,2,MUSORSTOM 8 'Alis' Stn 1065,Pacific Ocean,,,,Malakula,360,419,-16.2667,167.35,WGS84,500,POINT (167.35 -16.2667),,,urn:lsid:marinespecies.org:taxname:286723,Caryophyllia (Caryophyllia) abrupta,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,Caryophyllia,abrupta,,"Cairns, 1999"
167.35,-16.2667,493,679,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1065 Caryophyllia (Acanthocyathus) grayi,,,,,Present,,,,1994-10-02,275,1994,10,2,MUSORSTOM 8 'Alis' Stn 1065,Pacific Ocean,,,,Malakula,360,419,-16.2667,167.35,WGS84,500,POINT (167.35 -16.2667),,,urn:lsid:marinespecies.org:taxname:286744,Caryophyllia (Acanthocyathus) grayi,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,Acanthocyathus,grayi,,"(Milne Edwards & Haime, 1848)"
167.35,-16.2667,494,680,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1065 Trochocyathus (Aplocyathus) brevispina,,,,,Present,,,,1994-10-02,275,1994,10,2,MUSORSTOM 8 'Alis' Stn 1065,Pacific Ocean,,,,Malakula,360,419,-16.2667,167.35,WGS84,500,POINT (167.35 -16.2667),,,urn:lsid:marinespecies.org:taxname:286872,Trochocyathus (Aplocyathus) brevispina,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Trochocyathus,Aplocyathus,brevispina,,"Cairns & Zibrowius, 1997"
167.35,-16.2667,495,681,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1065 Conotrochus funicolumna,,,,,Present,,,,1994-10-02,275,1994,10,2,MUSORSTOM 8 'Alis' Stn 1065,Pacific Ocean,,,,Malakula,360,419,-16.2667,167.35,WGS84,500,POINT (167.35 -16.2667),,,urn:lsid:marinespecies.org:taxname:289706,Conotrochus funicolumna,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Conotrochus,,funicolumna,,"(Alcock, 1902)"
167.35,-16.2667,496,682,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1065 Tropidocyathus labidus,,,,,Present,,,,1994-10-02,275,1994,10,2,MUSORSTOM 8 'Alis' Stn 1065,Pacific Ocean,,,,Malakula,360,419,-16.2667,167.35,WGS84,500,POINT (167.35 -16.2667),,,urn:lsid:marinespecies.org:taxname:291248,Tropidocyathus labidus,Animalia,Cnidaria,Anthozoa,Scleractinia,Turbinoliidae,Tropidocyathus,,labidus,,"Cairns & Zibrowius, 1997"
167.35,-16.2667,497,683,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1065 Flabellum (Flabellum) pavoninum,,,,,Present,,,,1994-10-02,275,1994,10,2,MUSORSTOM 8 'Alis' Stn 1065,Pacific Ocean,,,,Malakula,360,419,-16.2667,167.35,WGS84,500,POINT (167.35 -16.2667),,,urn:lsid:marinespecies.org:taxname:287022,Flabellum (Flabellum) pavoninum,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Flabellum,pavoninum,,"Lesson, 1831"
167.35,-16.2667,498,684,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1065 Flabellum (Ulocyathus) aotearoa,,,,,Present,,,,1994-10-02,275,1994,10,2,MUSORSTOM 8 'Alis' Stn 1065,Pacific Ocean,,,,Malakula,360,419,-16.2667,167.35,WGS84,500,POINT (167.35 -16.2667),,,urn:lsid:marinespecies.org:taxname:286997,Flabellum (Ulocyathus) aotearoa,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Ulocyathus,aotearoa,,"Squires, 1964"
-178.0717,-14.32,499,239,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 495 Heteropsammia cochlea,,,,,Present,,,,1992-05-10,131,1992,5,10,MUSORSTOM 7 'Alis' Stn 495,Pacific Ocean,,,,Futuna,180,210,-14.32,-178.0717,WGS84,500,POINT (-178.0717 -14.32),,,urn:lsid:marinespecies.org:taxname:207501,Heteropsammia cochlea,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Heteropsammia,,cochlea,,"(Spengler, 1781)"
167.35,-16.2667,500,685,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1065 Truncatoflabellum angustum,,,,,Present,,,,1994-10-02,275,1994,10,2,MUSORSTOM 8 'Alis' Stn 1065,Pacific Ocean,,,,Malakula,360,419,-16.2667,167.35,WGS84,500,POINT (167.35 -16.2667),,,urn:lsid:marinespecies.org:taxname:287045,Truncatoflabellum angustum,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Truncatoflabellum,,angustum,,"Cairns & Zibrowius, 1997"
167.35,-16.2667,501,686,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1065 Truncatoflabellum vigintifarium,,,,,Present,,,,1994-10-02,275,1994,10,2,MUSORSTOM 8 'Alis' Stn 1065,Pacific Ocean,,,,Malakula,360,419,-16.2667,167.35,WGS84,500,POINT (167.35 -16.2667),,,urn:lsid:marinespecies.org:taxname:287071,Truncatoflabellum vigintifarium,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Truncatoflabellum,,vigintifarium,,"Cairns, 1999"
-178.0717,-14.32,502,240,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 495 Heterocyathus sulcatus,,,,,Present,,,,1992-05-10,131,1992,5,10,MUSORSTOM 7 'Alis' Stn 495,Pacific Ocean,,,,Futuna,180,210,-14.32,-178.0717,WGS84,500,POINT (-178.0717 -14.32),,,urn:lsid:marinespecies.org:taxname:288865,Heterocyathus sulcatus,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Heterocyathus,,sulcatus,,"(Verrill, 1866)"
167.35,-16.2667,503,687,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1065 Truncatoflabellum mortenseni,,,,,Present,,,,1994-10-02,275,1994,10,2,MUSORSTOM 8 'Alis' Stn 1065,Pacific Ocean,,,,Malakula,360,419,-16.2667,167.35,WGS84,500,POINT (167.35 -16.2667),,,urn:lsid:marinespecies.org:taxname:287060,Truncatoflabellum mortenseni,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Truncatoflabellum,,mortenseni,,"Cairns & Zibrowius, 1997"
-178.0717,-14.32,504,241,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 495 Conotrochus asymmetros,,,,,Present,,,,1992-05-10,131,1992,5,10,MUSORSTOM 7 'Alis' Stn 495,Pacific Ocean,,,,Futuna,180,210,-14.32,-178.0717,WGS84,500,POINT (-178.0717 -14.32),,,urn:lsid:marinespecies.org:taxname:289704,Conotrochus asymmetros,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Conotrochus,,asymmetros,,"Cairns, 1999"
167.35,-16.2667,505,688,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1065 Balanophyllia (Balanophyllia) desmophyllioides,,,,,Present,,,,1994-10-02,275,1994,10,2,MUSORSTOM 8 'Alis' Stn 1065,Pacific Ocean,,,,Malakula,360,419,-16.2667,167.35,WGS84,500,POINT (167.35 -16.2667),,,urn:lsid:marinespecies.org:taxname:286915,Balanophyllia (Balanophyllia) desmophyllioides,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Balanophyllia,Balanophyllia,desmophyllioides,,"Vaughan, 1907"
167.35,-16.2667,506,689,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1067 Caryophyllia (Caryophyllia) crosnieri,,,,,Present,,,,1994-10-02,275,1994,10,2,MUSORSTOM 8 'Alis' Stn 1067,Pacific Ocean,,,,Malakula,344,366,-16.2667,167.35,WGS84,500,POINT (167.35 -16.2667),,,urn:lsid:marinespecies.org:taxname:286736,Caryophyllia (Caryophyllia) crosnieri,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,Caryophyllia,crosnieri,,"Cairns & Zibrowius, 1997"
-178.0717,-14.32,507,242,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 495 Truncatoflabellum phoenix,,,,,Present,,,,1992-05-10,131,1992,5,10,MUSORSTOM 7 'Alis' Stn 495,Pacific Ocean,,,,Futuna,180,210,-14.32,-178.0717,WGS84,500,POINT (-178.0717 -14.32),,,urn:lsid:marinespecies.org:taxname:287063,Truncatoflabellum phoenix,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Truncatoflabellum,,phoenix,,"Cairns, 1995"
167.35,-16.2667,508,690,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1067 Trochocyathus (Trochocyathus) vasiformis,,,,,Present,,,,1994-10-02,275,1994,10,2,MUSORSTOM 8 'Alis' Stn 1067,Pacific Ocean,,,,Malakula,344,366,-16.2667,167.35,WGS84,500,POINT (167.35 -16.2667),,,urn:lsid:marinespecies.org:taxname:286896,Trochocyathus (Trochocyathus) vasiformis,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Trochocyathus,Trochocyathus,vasiformis,,"Bourne, 1903"
