FID,OperatorNa,Shape_Leng
19388,Kentucky-West Virginia Gas Co,0.00692
19389,Dominion Transmission Co,0.12042
19390,Kentucky-West Virginia Gas Co,0.011683
19391,Dominion Transmission Co,0.039027
19392,Kentucky-West Virginia Gas Co,0.004923
19393,Dominion Transmission Co,0.237143
19394,Kentucky-West Virginia Gas Co,0.018631
19395,Dominion Transmission Co,0.378618
19396,Kentucky-West Virginia Gas Co,0.016638
19397,Dominion Transmission Co,0.035206
19398,Kentucky-West Virginia Gas Co,0.016003
19399,Dominion Transmission Co,0.300887
19400,Kentucky-West Virginia Gas Co,0.014992
19401,Dominion Transmission Co,0.153643
19402,Kentucky-West Virginia Gas Co,0.012533
19403,Dominion Transmission Co,0.089008
19404,Kentucky-West Virginia Gas Co,0.006137
19405,East Ohio Gas Co,0.121363
19406,Kentucky-West Virginia Gas Co,0.013598
19407,Kentucky-West Virginia Gas Co,0.011517
19408,East Ohio Gas Co,0.034079
19409,Kentucky-West Virginia Gas Co,0.011466
19410,East Ohio Gas Co,0.001324
19411,Kentucky-West Virginia Gas Co,0.006682
19412,East Ohio Gas Co,0.040327
19413,Kentucky-West Virginia Gas Co,0.010637
19414,East Ohio Gas Co,0.032041
19415,East Ohio Gas Co,0.017404
19416,Kentucky-West Virginia Gas Co,0.00796
19417,Kentucky-West Virginia Gas Co,0.01178
19418,East Ohio Gas Co,0.288565
19419,Kentucky-West Virginia Gas Co,0.007395
19420,East Ohio Gas Co,0.010988
19421,Kentucky-West Virginia Gas Co,0.008418
19422,East Ohio Gas Co,0.036968
19423,Kentucky-West Virginia Gas Co,0.025373
19424,East Ohio Gas Co,0.004293
19425,Kentucky-West Virginia Gas Co,0.011945
19426,Kentucky-West Virginia Gas Co,0.008711
19427,East Ohio Gas Co,0.002718
19428,Kentucky-West Virginia Gas Co,0.00393
19429,East Ohio Gas Co,0.060753
19430,Kentucky-West Virginia Gas Co,0.004118
19431,East Ohio Gas Co,0.016123
19432,East Ohio Gas Co,0.007959
19433,Kentucky-West Virginia Gas Co,0.000886
19434,East Ohio Gas Co,0.037365
19435,Kentucky-West Virginia Gas Co,0.001433
19436,Kentucky-West Virginia Gas Co,0.012263
19437,East Ohio Gas Co,0.035014
19438,Kentucky-West Virginia Gas Co,0.015326
19439,East Ohio Gas Co,0.03485
19440,Kentucky-West Virginia Gas Co,0.013991
19441,East Ohio Gas Co,0.02821
19442,Kentucky-West Virginia Gas Co,0.009519
19443,East Ohio Gas Co,0.04232
19444,East Ohio Gas Co,0.237032
19445,Kentucky-West Virginia Gas Co,0.0153
19446,Kentucky-West Virginia Gas Co,0.012659
19447,East Ohio Gas Co,0.181299
19448,Kentucky-West Virginia Gas Co,0.008559
19449,East Ohio Gas Co,0.246181
19450,East Ohio Gas Co,0.145096
19451,Kentucky-West Virginia Gas Co,0.034664
19452,Kentucky-West Virginia Gas Co,0.020154
19453,East Ohio Gas Co,0.503529
19454,Kentucky-West Virginia Gas Co,0.033615
19455,Kentucky-West Virginia Gas Co,0.047485
19456,East Ohio Gas Co,0.373467
19457,East Ohio Gas Co,0.031753
19458,Kentucky-West Virginia Gas Co,0.006332
19459,East Ohio Gas Co,0.137388
19460,Kentucky-West Virginia Gas Co,0.010444
19461,Kentucky-West Virginia Gas Co,0.029497
19462,Kentucky-West Virginia Gas Co,0.014089
19463,East Ohio Gas Co,0.01081
19464,Kentucky-West Virginia Gas Co,0.0137
19465,East Ohio Gas Co,0.103491
19466,Kentucky-West Virginia Gas Co,0.01483
19467,East Ohio Gas Co,0.050219
19468,Kentucky-West Virginia Gas Co,0.025793
19469,Kentucky-West Virginia Gas Co,0.013792
19470,Kentucky-West Virginia Gas Co,0.019282
19471,Kentucky-West Virginia Gas Co,0.015552
19472,Kentucky-West Virginia Gas Co,0.009891
19473,Kentucky-West Virginia Gas Co,0.015355
19474,Kentucky-West Virginia Gas Co,0.005516
19475,Kentucky-West Virginia Gas Co,0.007082
19476,Kentucky-West Virginia Gas Co,0.009064
19477,Kentucky-West Virginia Gas Co,0.016117
19478,Kentucky-West Virginia Gas Co,0.02012
19479,Kentucky-West Virginia Gas Co,0.021861
19480,Kentucky-West Virginia Gas Co,0.01383
19481,Kentucky-West Virginia Gas Co,0.004888
19482,Kentucky-West Virginia Gas Co,0.004868
19483,Kentucky-West Virginia Gas Co,0.002317
19484,Kentucky-West Virginia Gas Co,0.009019
19485,Kentucky-West Virginia Gas Co,0.013421
19486,Kentucky-West Virginia Gas Co,0.004835
19487,Kentucky-West Virginia Gas Co,0.011574
19488,Kentucky-West Virginia Gas Co,0.001191
19489,Kentucky-West Virginia Gas Co,0.020767
19490,Kentucky-West Virginia Gas Co,0.01211
19491,Kentucky-West Virginia Gas Co,0.001868
19492,Kentucky-West Virginia Gas Co,0.008894
19493,Kentucky-West Virginia Gas Co,0.013132
19494,Kentucky-West Virginia Gas Co,0.001869
19495,Kentucky-West Virginia Gas Co,0.021493
19496,Kentucky-West Virginia Gas Co,0.010476
19497,Kentucky-West Virginia Gas Co,0.011501
19498,Kentucky-West Virginia Gas Co,0.00793
19499,Kentucky-West Virginia Gas Co,0.010586
19500,Kentucky-West Virginia Gas Co,0.01733
19501,Kentucky-West Virginia Gas Co,0.027053
19502,Kentucky-West Virginia Gas Co,0.013961
19503,Kentucky-West Virginia Gas Co,0.006942
19504,Kentucky-West Virginia Gas Co,0.021149
19505,Kentucky-West Virginia Gas Co,0.009752
19506,Kentucky-West Virginia Gas Co,0.011614
19507,Kentucky-West Virginia Gas Co,0.026282
19508,Kentucky-West Virginia Gas Co,0.001406
19509,Kentucky-West Virginia Gas Co,0.017801
19510,Kentucky-West Virginia Gas Co,0.005938
19511,Kentucky-West Virginia Gas Co,0.033252
19512,Kentucky-West Virginia Gas Co,0.005989
19513,Kentucky-West Virginia Gas Co,0.026509
19514,Kentucky-West Virginia Gas Co,0.014167
19515,Kentucky-West Virginia Gas Co,0.01423
19516,Kentucky-West Virginia Gas Co,0.011827
19517,Kentucky-West Virginia Gas Co,0.008129
19518,Kentucky-West Virginia Gas Co,0.018164
19519,Kentucky-West Virginia Gas Co,0.026914
19520,Kentucky-West Virginia Gas Co,0.009881
19521,Kentucky-West Virginia Gas Co,0.033237
19522,Kentucky-West Virginia Gas Co,0.007318
19523,Kentucky-West Virginia Gas Co,0.005622
19524,Kentucky-West Virginia Gas Co,0.00916
19525,Kentucky-West Virginia Gas Co,0.007221
19526,Kentucky-West Virginia Gas Co,0.008216
19527,Kentucky-West Virginia Gas Co,0.005312
19528,Kentucky-West Virginia Gas Co,0.008007
19529,Kentucky-West Virginia Gas Co,0.082958
19530,Kentucky-West Virginia Gas Co,0.008748
19531,Kentucky-West Virginia Gas Co,0.066923
19532,Kentucky-West Virginia Gas Co,0.001604
19533,Kentucky-West Virginia Gas Co,0.004957
19534,Kentucky-West Virginia Gas Co,0.015118
19535,Kentucky-West Virginia Gas Co,0.012723
19536,Kentucky-West Virginia Gas Co,0.017619
19537,Kentucky-West Virginia Gas Co,0.023026
19538,Kentucky-West Virginia Gas Co,0.023919
19539,Kentucky-West Virginia Gas Co,0.00354
19540,Kentucky-West Virginia Gas Co,0.009217
19541,Kentucky-West Virginia Gas Co,0.005612
19542,Kentucky-West Virginia Gas Co,0.059093
19543,Kentucky-West Virginia Gas Co,0.002762
19544,Kentucky-West Virginia Gas Co,0.051879
19545,Kentucky-West Virginia Gas Co,0.008838
19546,Kentucky-West Virginia Gas Co,0.007604
19547,Kentucky-West Virginia Gas Co,0.072836
19548,Kentucky-West Virginia Gas Co,0.011766
19549,Kentucky-West Virginia Gas Co,0.047041
19550,Kentucky-West Virginia Gas Co,0.020932
19551,Kentucky-West Virginia Gas Co,0.037181
19552,Michcon Gas Co,0.150699
19553,Kentucky-West Virginia Gas Co,0.004847
19554,Michcon Gas Co,0.162544
19555,Kentucky-West Virginia Gas Co,0.009788
19556,Kentucky-West Virginia Gas Co,0.005389
19557,Kentucky-West Virginia Gas Co,0.007225
19558,Kentucky-West Virginia Gas Co,0.005528
19559,Michcon Gas Co,0.086665
19560,Kentucky-West Virginia Gas Co,0.012103
19561,Kentucky-West Virginia Gas Co,0.003999
19562,Michcon Gas Co,0.066624
19563,Kentucky-West Virginia Gas Co,0.009722
19564,Michcon Gas Co,0.115456
19565,Kentucky-West Virginia Gas Co,0.005335
19566,Michcon Gas Co,0.075922
19567,Kentucky-West Virginia Gas Co,0.001346
19568,Kentucky-West Virginia Gas Co,0.003131
19569,Michcon Gas Co,0.068176
19570,Kentucky-West Virginia Gas Co,0.006958
19571,Michcon Gas Co,0.098529
19572,Kentucky-West Virginia Gas Co,0.017033
19573,Kentucky-West Virginia Gas Co,0.00397
19574,Michcon Gas Co,0.173957
19575,Kentucky-West Virginia Gas Co,0.013274
19576,Michcon Gas Co,0.101435
19577,Kentucky-West Virginia Gas Co,0.005913
19578,Nora Transmission Co,0.310525
19579,Kentucky-West Virginia Gas Co,0.003979
19580,Kentucky-West Virginia Gas Co,0.001319
19581,Kentucky-West Virginia Gas Co,0.005399
19582,Public Service Co of NC,0.216375
19583,Kentucky-West Virginia Gas Co,0.007095
19584,Public Service Co of NC,0.082211
19585,Kentucky-West Virginia Gas Co,0.005534
19586,Kentucky-West Virginia Gas Co,0.001319
19587,Public Service Co of NC,0.312334
19588,Kentucky-West Virginia Gas Co,0.002865
19589,Public Service Co of NC,0.077373
19590,Kentucky-West Virginia Gas Co,0.009275
19591,Public Service Co of NC,0.17343
19592,Kentucky-West Virginia Gas Co,0.019448
19593,Kentucky-West Virginia Gas Co,0.004736
19594,Public Service Co of NC,0.101118
19595,Kentucky-West Virginia Gas Co,0.002041
19596,Kentucky-West Virginia Gas Co,0.006396
19597,Public Service Co of NC,0.157795
19598,Kentucky-West Virginia Gas Co,0.018871
19599,Kentucky-West Virginia Gas Co,0.012617
19600,Public Service Co of NC,0.085265
19601,Kentucky-West Virginia Gas Co,0.010031
19602,Public Service Co of NC,0.184487
19603,Kentucky-West Virginia Gas Co,0.007215
19604,Public Service Co of NC,0.263696
19605,Kentucky-West Virginia Gas Co,0.001318
19606,Kentucky-West Virginia Gas Co,0.004763
19607,Public Service Co of NC,0.110329
19608,Kentucky-West Virginia Gas Co,0.006979
19609,Public Service Co of NC,0.153088
19610,Kentucky-West Virginia Gas Co,0.007685
19611,Public Service Co of NC,0.097545
19612,Kentucky-West Virginia Gas Co,0.010116
19613,Kentucky-West Virginia Gas Co,0.016488
19614,Public Service Co of NC,0.058492
19615,Kentucky-West Virginia Gas Co,0.038223
19616,Public Service Co of NC,0.00384
19617,Kentucky-West Virginia Gas Co,0.015274
19618,Kentucky-West Virginia Gas Co,0.001319
19619,Public Service Co of NC,0.157585
19620,Kentucky-West Virginia Gas Co,0.004646
19621,Kentucky-West Virginia Gas Co,0.001381
19622,Public Service Co of NC,0.095353
19623,Kentucky-West Virginia Gas Co,0.006698
19624,Kentucky-West Virginia Gas Co,0.015545
19625,Public Service Co of NC,0.104904
19626,Kentucky-West Virginia Gas Co,0.003292
19627,Public Service Co of NC,0.080516
19628,Kentucky-West Virginia Gas Co,0.011492
19629,Kentucky-West Virginia Gas Co,0.010608
19630,Tengasco Gas Co,0.462469
19631,Kentucky-West Virginia Gas Co,0.005623
19632,Kentucky-West Virginia Gas Co,0.007128
19633,Tennessee Gas Pipeline,0.333856
19634,Kentucky-West Virginia Gas Co,0.262665
19635,Kentucky-West Virginia Gas Co,0.046534
19636,Tennessee Gas Pipeline,0.031414
19637,Kentucky-West Virginia Gas Co,0.097078
19638,Tennessee Gas Pipeline,0.254112
19639,Kentucky-West Virginia Gas Co,0.030174
19640,Tennessee Gas Pipeline,0.30166
19641,Kentucky-West Virginia Gas Co,0.071187
19642,Kentucky-West Virginia Gas Co,0.023804
19643,Tennessee Gas Pipeline,0.014852
19644,Kentucky-West Virginia Gas Co,0.073879
19645,Tennessee Gas Pipeline,0.149884
19646,Kentucky-West Virginia Gas Co,0.160058
19647,Kentucky-West Virginia Gas Co,0.006364
19648,Tennessee Gas Pipeline,0.228584
19649,Kentucky-West Virginia Gas Co,0.105502
19650,Tennessee Gas Pipeline,0.129566
19651,Kentucky-West Virginia Gas Co,0.065142
19652,Tennessee Gas Pipeline,0.349207
19653,Kentucky-West Virginia Gas Co,0.01302
19654,Kentucky-West Virginia Gas Co,0.039282
19655,Tennessee Gas Pipeline,0.162736
19656,Kentucky-West Virginia Gas Co,0.12385
19657,Tennessee Gas Pipeline,0.156908
19658,Kentucky-West Virginia Gas Co,0.034708
19659,Kentucky-West Virginia Gas Co,0.010781
19660,Kentucky-West Virginia Gas Co,0.059195
19661,Tennessee Gas Pipeline,0.305315
19662,Kentucky-West Virginia Gas Co,0.090428
19663,Tennessee Gas Pipeline,0.134089
19664,Kentucky-West Virginia Gas Co,0.130376
19665,Kentucky-West Virginia Gas Co,0.002863
19666,Tennessee Gas Pipeline,0.30116
19667,Kentucky-West Virginia Gas Co,0.029196
19668,Tennessee Gas Pipeline,0.059701
19669,Kentucky-West Virginia Gas Co,0.040312
19670,Tennessee Gas Pipeline,0.158409
19671,Kentucky-West Virginia Gas Co,0.001421
19672,Kentucky-West Virginia Gas Co,0.065077
19673,Kentucky-West Virginia Gas Co,0.061186
19674,Tennessee Gas Pipeline,0.02986
19675,Kentucky-West Virginia Gas Co,0.029056
19676,Tennessee Gas Pipeline,0.145337
19677,Kentucky-West Virginia Gas Co,0.006814
19678,Kentucky-West Virginia Gas Co,0.065822
19679,Tennessee Gas Pipeline,0.027208
19680,Kentucky-West Virginia Gas Co,0.026789
19681,Tennessee Gas Pipeline,0.070966
19682,Kentucky-West Virginia Gas Co,0.006846
19683,Tennessee Gas Pipeline,0.032284
19684,Kentucky-West Virginia Gas Co,0.072917
19685,Kentucky-West Virginia Gas Co,0.035848
19686,Kentucky-West Virginia Gas Co,0.005275
19687,Tennessee Gas Pipeline,0.306005
19688,Kentucky-West Virginia Gas Co,0.083796
19689,Tennessee Gas Pipeline,0.410515
19690,Kentucky-West Virginia Gas Co,0.087037
19691,Texas Eastern Trans Co,0.22986
19692,Kentucky-West Virginia Gas Co,0.000591
19693,Kentucky-West Virginia Gas Co,0.040484
19694,Texas Eastern Trans Co,0.191473
19695,Kentucky-West Virginia Gas Co,0.035799
19696,Kentucky-West Virginia Gas Co,0.001735
19697,Texas Eastern Trans Co,0.102574
19698,Kentucky-West Virginia Gas Co,0.071246
19699,Texas Eastern Trans Co,0.178879
19700,Kentucky-West Virginia Gas Co,0.029673
19701,Kentucky-West Virginia Gas Co,0.028278
19702,Texas Eastern Trans Co,0.068015
19703,Kentucky-West Virginia Gas Co,0.024338
19704,Texas Eastern Trans Co,0.082596
19705,Kentucky-West Virginia Gas Co,0.034416
19706,Texas Eastern Trans Co,0.293693
19707,Kentucky-West Virginia Gas Co,0.055845
19708,Kentucky-West Virginia Gas Co,0.004676
19709,Kentucky-West Virginia Gas Co,0.021618
19710,Texas Eastern Trans Co,0.388045
19711,Kentucky-West Virginia Gas Co,0.034638
19712,Texas Eastern Trans Co,0.448802
19713,Kentucky-West Virginia Gas Co,0.004588
19714,Kentucky-West Virginia Gas Co,0.020402
19715,Texas Eastern Trans Co,0.176674
19716,Kentucky-West Virginia Gas Co,0.051326
19717,Texas Eastern Trans Co,0.154393
19718,Kentucky-West Virginia Gas Co,0.054927
19719,Texas Eastern Trans Co,0.282688
19720,Kentucky-West Virginia Gas Co,0.003888
19721,Kentucky-West Virginia Gas Co,0.027166
19722,Texas Eastern Trans Co,0.228335
19723,Kentucky-West Virginia Gas Co,0.124351
19724,Texas Eastern Trans Co,0.029879
19725,Kentucky-West Virginia Gas Co,0.017346
19726,Kentucky-West Virginia Gas Co,0.004619
19727,Texas Eastern Trans Co,0.165305
19728,Vector Pipeline Co,0.425205
19729,Vector Pipeline Co,0.258795
19730,Kentucky-West Virginia Gas Co,0.007507
19731,Transcontinental Gas PL,0.091525
19732,Transcontinental Gas PL,0.30187
19733,Kentucky-West Virginia Gas Co,0.006855
19734,Transcontinental Gas PL,0.093523
19735,Transcontinental Gas PL,0.127464
19736,Kentucky-West Virginia Gas Co,0.005757
19737,Transcontinental Gas PL,0.392996
19738,ANR Pipeline Co,0.016444
19739,Kentucky-West Virginia Gas Co,0.01698
19740,ANR Pipeline Co,0.182897
19741,ANR Pipeline Co,0.274895
19742,Kentucky-West Virginia Gas Co,0.009615
19743,ANR Pipeline Co,0.157663
19744,ANR Pipeline Co,0.239507
19745,ANR Pipeline Co,0.102268
19746,Kentucky-West Virginia Gas Co,0.011515
19747,South Carolina PL Corp,0.037731
19748,South Carolina PL Corp,0.061039
19749,South Carolina PL Corp,0.2612
19750,Kentucky-West Virginia Gas Co,0.011625
19751,Bluewater Pipeline Co,0.486653
19752,Bluewater Pipeline Co,0.033857
19753,Bluewater Pipeline Co,0.061861
19754,Kentucky-West Virginia Gas Co,0.00277
19755,Bluewater Pipeline Co,0.02264
19756,Rockies Express Pipeline,4.045686
19757,Kentucky-West Virginia Gas Co,0.002142
19758,Kentucky-West Virginia Gas Co,0.004434
19759,Kentucky-West Virginia Gas Co,0.0142
19760,Kentucky-West Virginia Gas Co,0.00939
19761,Kentucky-West Virginia Gas Co,0.014188
19762,Kentucky-West Virginia Gas Co,0.01356
19763,Kentucky-West Virginia Gas Co,0.028133
19764,Kentucky-West Virginia Gas Co,0.001408
19765,Kentucky-West Virginia Gas Co,0.007499
19766,Kentucky-West Virginia Gas Co,0.01583
19767,Kentucky-West Virginia Gas Co,0.022743
19768,Kentucky-West Virginia Gas Co,0.035344
19769,Kentucky-West Virginia Gas Co,0.019665
19770,Kentucky-West Virginia Gas Co,0.016499
19771,Kentucky-West Virginia Gas Co,0.005939
19772,Kentucky-West Virginia Gas Co,0.005413
19773,Kentucky-West Virginia Gas Co,0.002965
19774,Kentucky-West Virginia Gas Co,0.002676
19775,Kentucky-West Virginia Gas Co,0.009321
19776,Kentucky-West Virginia Gas Co,0.00458
19777,Kentucky-West Virginia Gas Co,0.003403
19778,Kentucky-West Virginia Gas Co,0.010252
19779,Kentucky-West Virginia Gas Co,0.0067
19780,Kentucky-West Virginia Gas Co,0.017198
19781,Kentucky-West Virginia Gas Co,0.001487
19782,Kentucky-West Virginia Gas Co,0.007248
19783,Kentucky-West Virginia Gas Co,0.001695
19784,Kentucky-West Virginia Gas Co,0.000576
19785,Kentucky-West Virginia Gas Co,0.00288
19786,Kentucky-West Virginia Gas Co,0.006716
19787,Kentucky-West Virginia Gas Co,0.005116
19788,Kentucky-West Virginia Gas Co,0.008135
19789,Kentucky-West Virginia Gas Co,0.008388
19790,Kentucky-West Virginia Gas Co,0.013439
19791,Kentucky-West Virginia Gas Co,0.001659
19792,Kentucky-West Virginia Gas Co,0.009615
19793,Kentucky-West Virginia Gas Co,0.013085
19794,Kentucky-West Virginia Gas Co,0.012378
19795,Kentucky-West Virginia Gas Co,0.006741
19796,Kentucky-West Virginia Gas Co,0.005191
19797,Kentucky-West Virginia Gas Co,0.008728
19798,Kentucky-West Virginia Gas Co,0.016878
19799,Kentucky-West Virginia Gas Co,0.004721
19800,Kentucky-West Virginia Gas Co,0.001403
19801,East Ohio Gas Co,0.501798
19802,Columbia Gulf Pipeline,0.015079
19803,Columbia Gulf Pipeline,0.167279
19804,East Ohio Gas Co,0.0393
19805,East Ohio Gas Co,0.323898
19806,Columbia Gas Trans Co,0.123778
19807,East Ohio Gas Co,0.048827
19808,Columbia Gas Trans Co,0.182915
19809,East Ohio Gas Co,0.300416
19810,Columbia Gas Trans Co,0.043985
19811,East Ohio Gas Co,0.033055
19812,Columbia Gas Trans Co,0.2112
19813,East Ohio Gas Co,0.19176
19814,Columbia Gas Trans Co,0.046946
19815,East Ohio Gas Co,0.014731
19816,Columbia Gas Trans Co,0.036916
19817,East Ohio Gas Co,0.051536
19818,Columbia Gas Trans Co,0.127427
19819,East Ohio Gas Co,0.044321
19820,Columbia Gas Trans Co,0.044765
19821,East Ohio Gas Co,0.241979
19822,Columbia Gas Trans Co,0.169831
19823,East Tennessee Gas Co,0.548005
19824,Columbia Gas Trans Co,0.202071
19825,East Tennessee Gas Co,0.059937
19826,Columbia Gas Trans Co,0.052958
19827,East Tennessee Gas Co,0.319965
19828,Columbia Gas Trans Co,0.124573
19829,East Tennessee Gas Co,0.127225
19830,Columbia Gas Trans Co,0.189854
19831,East Tennessee Gas Co,0.236822
19832,Columbia Gas Trans Co,0.126447
19833,East Tennessee Gas Co,0.056122
19834,Columbia Gas Trans Co,0.166706
19835,East Tennessee Gas Co,0.093164
19836,Columbia Gas Trans Co,0.078122
19837,Columbia Gas Trans Co,0.282574
19838,East Tennessee Gas Co,0.150774
19839,Columbia Gas Trans Co,0.078577
19840,East Tennessee Gas Co,0.007961
19841,Columbia Gas Trans Co,0.047359
19842,East Tennessee Gas Co,0.41905
19843,Columbia Gas Trans Co,0.10662
19844,East Tennessee Gas Co,0.12701
19845,Columbia Gas Trans Co,0.066917
19846,East Tennessee Gas Co,0.134872
19847,Columbia Gas Trans Co,0.024876
19848,East Tennessee Gas Co,0.133576
19849,Columbia Gas Trans Co,0.117431
19850,East Tennessee Gas Co,0.128056
19851,Columbia Gas Trans Co,0.071095
19852,East Tennessee Gas Co,0.042416
19853,Columbia Gas Trans Co,0.03408
19854,East Tennessee Gas Co,0.151325
19855,Columbia Gas Trans Co,0.043811
19856,East Tennessee Gas Co,0.174078
19857,Columbia Gas Trans Co,0.035555
19858,East Tennessee Gas Co,0.047819
19859,Columbia Gas Trans Co,0.097027
19860,East Tennessee Gas Co,0.084655
19861,Columbia Gas Trans Co,0.06073
19862,Great Lakes Gas Trans Co,0.384871
19863,Columbia Gas Trans Co,0.051425
19864,Great Lakes Gas Trans Co,0.118491
19865,Columbia Gas Trans Co,0.178422
19866,Hope Natural Gas Co,0.06215
19867,Columbia Gas Trans Co,0.049731
19868,North Coast Gas Transmission Co,1.862303
19869,Columbia Gas Trans Co,0.059332
19870,Columbia Gas Trans Co,0.132505
19871,Kentucky-West Virginia Gas Co,0.002234
19872,Columbia Gas Trans Co,0.172476
19873,Kentucky-West Virginia Gas Co,0.015947
19874,Kentucky-West Virginia Gas Co,0.013945
19875,Columbia Gas Trans Co,0.030477
19876,Kentucky-West Virginia Gas Co,0.001698
19877,Columbia Gas Trans Co,0.136702
19878,Kentucky-West Virginia Gas Co,0.012344
19879,Columbia Gas Trans Co,0.212509
19880,Kentucky-West Virginia Gas Co,0.011779
19881,Columbia Gas Trans Co,0.159847
19882,Kentucky-West Virginia Gas Co,0.009636
19883,Columbia Gas Trans Co,0.269292
19884,Kentucky-West Virginia Gas Co,0.017734
19885,Columbia Gas Trans Co,0.09188
19886,Kentucky-West Virginia Gas Co,0.022158
19887,Columbia Gas Trans Co,0.077952
19888,Kentucky-West Virginia Gas Co,0.033171
19889,Columbia Gas Trans Co,0.157818
19890,Kentucky-West Virginia Gas Co,0.002153
19891,Columbia Gas Trans Co,0.037843
19892,Kentucky-West Virginia Gas Co,0.00542
19893,Columbia Gas Trans Co,0.051247
19894,Kentucky-West Virginia Gas Co,0.001421
19895,Columbia Gas Trans Co,0.09885
19896,Kentucky-West Virginia Gas Co,0.008052
19897,Columbia Gas Trans Co,0.065638
19898,Kentucky-West Virginia Gas Co,0.001541
19899,Columbia Gas Trans Co,0.173087
19900,Kentucky-West Virginia Gas Co,0.009837
19901,Columbia Gas Trans Co,0.080247
19902,Kentucky-West Virginia Gas Co,0.006946
19903,Columbia Gas Trans Co,0.032788
19904,Kentucky-West Virginia Gas Co,0.007679
19905,Columbia Gas Trans Co,0.035756
19906,Kentucky-West Virginia Gas Co,0.00204
19907,Columbia Gas Trans Co,0.057329
19908,Kentucky-West Virginia Gas Co,0.002442
19909,Columbia Gas Trans Co,0.10877
19910,Kentucky-West Virginia Gas Co,0.008635
19911,Columbia Gas Trans Co,0.107249
19912,Kentucky-West Virginia Gas Co,0.007492
19913,Columbia Gas Trans Co,0.217235
19914,Kentucky-West Virginia Gas Co,0.001351
19915,Columbia Gas Trans Co,0.048039
19916,Kentucky-West Virginia Gas Co,0.009643
19917,Columbia Gas Trans Co,0.046711
19918,Kentucky-West Virginia Gas Co,0.001132
19919,Columbia Gas Trans Co,0.085009
19920,Kentucky-West Virginia Gas Co,0.005516
19921,Columbia Gas Trans Co,0.074761
19922,Kentucky-West Virginia Gas Co,0.012541
19923,Columbia Gas Trans Co,0.044304
19924,Kentucky-West Virginia Gas Co,0.023538
19925,Columbia Gas Trans Co,0.035735
19926,Kentucky-West Virginia Gas Co,0.026411
19927,Columbia Gas Trans Co,0.236288
19928,Kentucky-West Virginia Gas Co,0.011577
19929,Kentucky-West Virginia Gas Co,0.00769
19930,Columbia Gas Trans Co,0.127699
19931,Kentucky-West Virginia Gas Co,0.008541
19932,Columbia Gas Trans Co,0.125309
19933,Kentucky-West Virginia Gas Co,0.007156
19934,Columbia Gas Trans Co,0.074496
19935,Kentucky-West Virginia Gas Co,0.009544
19936,Columbia Gas Trans Co,0.065072
19937,Kentucky-West Virginia Gas Co,0.002293
19938,Columbia Gas Trans Co,0.083231
19939,Kentucky-West Virginia Gas Co,0.003682
19940,Columbia Gas Trans Co,0.200234
19941,Kentucky-West Virginia Gas Co,0.005448
19942,Columbia Gas Trans Co,0.138199
19943,Kentucky-West Virginia Gas Co,0.008724
19944,Columbia Gas Trans Co,0.1337
19945,Kentucky-West Virginia Gas Co,0.005372
19946,Columbia Gas Trans Co,0.034048
19947,Kentucky-West Virginia Gas Co,0.008781
19948,Columbia Gas Trans Co,0.166227
19949,Kentucky-West Virginia Gas Co,0.009719
19950,Kentucky-West Virginia Gas Co,0.007644
19951,Columbia Gas Trans Co,0.143371
19952,Kentucky-West Virginia Gas Co,0.004066
19953,Columbia Gas Trans Co,0.024529
19954,Kentucky-West Virginia Gas Co,0.009353
19955,Columbia Gas Trans Co,0.073728
19956,Kentucky-West Virginia Gas Co,0.007421
19957,Columbia Gas Trans Co,0.09088
19958,Kentucky-West Virginia Gas Co,0.01074
19959,Columbia Gas Trans Co,0.117346
19960,Kentucky-West Virginia Gas Co,0.015774
19961,Columbia Gas Trans Co,0.18176
19962,Kentucky-West Virginia Gas Co,0.016045
19963,Columbia Gas Trans Co,0.1313
19964,Kentucky-West Virginia Gas Co,0.010823
19965,Columbia Gas Trans Co,0.081755
19966,Kentucky-West Virginia Gas Co,0.006203
19967,Columbia Gas Trans Co,0.03626
19968,Kentucky-West Virginia Gas Co,0.007548
19969,Columbia Gas Trans Co,0.046276
19970,Kentucky-West Virginia Gas Co,0.010767
19971,Columbia Gas Trans Co,0.265897
19972,Kentucky-West Virginia Gas Co,0.011883
19973,Columbia Gas Trans Co,0.061995
19974,Kentucky-West Virginia Gas Co,0.016053
19975,Columbia Gas Trans Co,0.096903
19976,Kentucky-West Virginia Gas Co,0.00643
19977,Columbia Gas Trans Co,0.241506
19978,Kentucky-West Virginia Gas Co,0.004209
19979,Kentucky-West Virginia Gas Co,0.004578
19980,Columbia Gas Trans Co,0.021506
19981,Kentucky-West Virginia Gas Co,0.018466
19982,Columbia Gas Trans Co,0.232017
19983,Kentucky-West Virginia Gas Co,0.008651
19984,Columbia Gas Trans Co,0.057761
19985,Kentucky-West Virginia Gas Co,0.012138
19986,Columbia Gas Trans Co,0.126223
19987,Kentucky-West Virginia Gas Co,0.010126
19988,Columbia Gas Trans Co,0.15659
19989,Kentucky-West Virginia Gas Co,0.008935
19990,Columbia Gas Trans Co,0.158472
19991,Kentucky-West Virginia Gas Co,0.004694
19992,Columbia Gas Trans Co,0.120832
19993,Kentucky-West Virginia Gas Co,0.017618
19994,Columbia Gas Trans Co,0.083551
19995,Kentucky-West Virginia Gas Co,0.002548
19996,Columbia Gas Trans Co,0.115925
