FID,OperatorNa,Shape_Leng
19997,Kentucky-West Virginia Gas Co,0.022201
19998,Columbia Gas Trans Co,0.296889
19999,Columbia Gas Trans Co,0.096512
20000,Columbia Gas Trans Co,0.071637
20001,Columbia Gas Trans Co,0.077166
20002,Tennessee Gas Pipeline,0.087781
20003,Columbia Gas Trans Co,0.053524
20004,Columbia Gas Trans Co,0.045038
20005,Tennessee Gas Pipeline,0.084334
20006,Columbia Gas Trans Co,0.055931
20007,Tennessee Gas Pipeline,0.045481
20008,Columbia Gas Trans Co,0.022273
20009,Tennessee Gas Pipeline,0.148236
20010,Columbia Gas Trans Co,0.093725
20011,Columbia Gas Trans Co,0.041751
20012,Tennessee Gas Pipeline,0.168036
20013,Columbia Gas Trans Co,0.068736
20014,Tennessee Gas Pipeline,0.016117
20015,Texas Eastern Trans Co,0.163633
20016,Columbia Gas Trans Co,0.11917
20017,Texas Eastern Trans Co,0.131003
20018,Columbia Gas Trans Co,0.133673
20019,Texas Eastern Trans Co,0.218841
20020,Columbia Gas Trans Co,0.036589
20021,Texas Eastern Trans Co,0.120878
20022,Columbia Gas Trans Co,0.100119
20023,Columbia Gas Trans Co,0.109736
20024,Texas Eastern Trans Co,0.136421
20025,Columbia Gas Trans Co,0.045537
20026,Texas Eastern Trans Co,0.292317
20027,Texas Eastern Trans Co,0.149917
20028,Columbia Gas Trans Co,0.02752
20029,Columbia Gas Trans Co,0.052355
20030,Texas Eastern Trans Co,0.491871
20031,Columbia Gas Trans Co,0.181063
20032,Texas Eastern Trans Co,0.071662
20033,Texas Eastern Trans Co,0.119114
20034,Columbia Gas Trans Co,0.076983
20035,Texas Eastern Trans Co,0.152361
20036,Columbia Gas Trans Co,0.069264
20037,Columbia Gas Trans Co,0.141099
20038,Texas Eastern Trans Co,0.099162
20039,Columbia Gas Trans Co,0.318881
20040,Texas Eastern Trans Co,0.336697
20041,Columbia Gas Trans Co,0.179803
20042,Texas Eastern Trans Co,0.198062
20043,Columbia Gas Trans Co,0.035328
20044,Texas Eastern Trans Co,0.281011
20045,Columbia Gas Trans Co,0.087523
20046,Texas Eastern Trans Co,0.144703
20047,Columbia Gas Trans Co,0.26231
20048,Texas Eastern Trans Co,0.251285
20049,Columbia Gas Trans Co,0.132832
20050,Texas Eastern Trans Co,0.284433
20051,Columbia Gas Trans Co,0.129275
20052,Texas Eastern Trans Co,0.308833
20053,Columbia Gas Trans Co,0.108131
20054,Texas Eastern Trans Co,0.250922
20055,Columbia Gas Trans Co,0.070169
20056,Texas Eastern Trans Co,0.066543
20057,Columbia Gas Trans Co,0.066048
20058,Texas Eastern Trans Co,0.234887
20059,Columbia Gas Trans Co,0.139671
20060,Texas Eastern Trans Co,0.335321
20061,Columbia Gas Trans Co,0.063396
20062,Texas Eastern Trans Co,0.156663
20063,Columbia Gas Trans Co,0.065872
20064,Columbia Gas Trans Co,0.122436
20065,Texas Eastern Trans Co,0.090966
20066,Texas Eastern Trans Co,0.231744
20067,Columbia Gas Trans Co,0.053871
20068,Columbia Gas Trans Co,0.081296
20069,Texas Eastern Trans Co,0.276158
20070,Texas Eastern Trans Co,0.075961
20071,Columbia Gas Trans Co,0.067038
20072,Texas Eastern Trans Co,0.132883
20073,Columbia Gas Trans Co,0.113224
20074,Columbia Gas Trans Co,0.067699
20075,Texas Eastern Trans Co,0.010735
20076,Columbia Gas Trans Co,0.0928
20077,Texas Eastern Trans Co,0.360798
20078,Columbia Gas Trans Co,0.08832
20079,Texas Eastern Trans Co,0.304816
20080,Columbia Gas Trans Co,0.041216
20081,Columbia Gas Trans Co,0.10304
20082,Texas Eastern Trans Co,0.122081
20083,Columbia Gas Trans Co,0.047358
20084,Texas Eastern Trans Co,0.219507
20085,Columbia Gas Trans Co,0.047944
20086,East Tennessee Gas Co,0.105544
20087,Columbia Gas Trans Co,0.251684
20088,Columbia Gas Trans Co,0.069674
20089,Texas Eastern Trans Co,0.250487
20090,Columbia Gas Trans Co,0.088448
20091,Texas Eastern Trans Co,0.157329
20092,East Tennessee Gas Co,0.207691
20093,Columbia Gas Trans Co,0.132736
20094,Texas Eastern Trans Co,0.122203
20095,Columbia Gas Trans Co,0.108118
20096,Texas Eastern Trans Co,0.10384
20097,East Tennessee Gas Co,0.194215
20098,Columbia Gas Trans Co,0.024495
20099,Texas Eastern Trans Co,0.039594
20100,Columbia Gas Trans Co,0.153921
20101,Texas Eastern Trans Co,0.070326
20102,Columbia Gas Trans Co,0.068525
20103,Texas Eastern Trans Co,0.069709
20104,Columbia Gas Trans Co,0.117888
20105,East Tennessee Gas Co,0.123831
20106,Texas Eastern Trans Co,0.022042
20107,Columbia Gas Trans Co,0.375803
20108,Texas Eastern Trans Co,0.143924
20109,Columbia Gas Trans Co,0.080361
20110,East Tennessee Gas Co,0.079653
20111,Columbia Gas Trans Co,0.065681
20112,Texas Eastern Trans Co,0.205641
20113,East Tennessee Gas Co,0.035564
20114,Columbia Gas Trans Co,0.202699
20115,Texas Eastern Trans Co,0.299442
20116,East Tennessee Gas Co,0.114919
20117,Columbia Gas Trans Co,0.218092
20118,Texas Eastern Trans Co,0.378513
20119,Columbia Gas Trans Co,0.069062
20120,Texas Eastern Trans Co,0.063976
20121,East Tennessee Gas Co,0.189213
20122,Texas Eastern Trans Co,0.072308
20123,Columbia Gas Trans Co,0.092964
20124,Texas Eastern Trans Co,0.387499
20125,Columbia Gas Trans Co,0.265887
20126,East Tennessee Gas Co,0.077576
20127,Columbia Gas Trans Co,0.076245
20128,Texas Eastern Trans Co,0.159418
20129,Texas Eastern Trans Co,0.200095
20130,Columbia Gas Trans Co,0.156397
20131,East Tennessee Gas Co,0.114584
20132,Columbia Gas Trans Co,0.07104
20133,Texas Eastern Trans Co,0.078538
20134,East Tennessee Gas Co,0.047149
20135,Columbia Gas Trans Co,0.060305
20136,Columbia Gas Trans Co,0.154032
20137,Texas Eastern Trans Co,0.284905
20138,East Tennessee Gas Co,0.154213
20139,Texas Eastern Trans Co,0.231505
20140,Columbia Gas Trans Co,0.188946
20141,Texas Eastern Trans Co,0.140248
20142,Columbia Gas Trans Co,0.073729
20143,Texas Eastern Trans Co,0.120144
20144,East Tennessee Gas Co,0.172133
20145,Columbia Gas Trans Co,0.091432
20146,Texas Eastern Trans Co,0.059969
20147,Columbia Gas Trans Co,0.058515
20148,Texas Eastern Trans Co,0.265689
20149,East Tennessee Gas Co,0.262627
20150,Columbia Gas Trans Co,0.053673
20151,Texas Eastern Trans Co,0.383094
20152,Columbia Gas Trans Co,0.034935
20153,Texas Eastern Trans Co,0.424757
20154,East Tennessee Gas Co,0.273724
20155,Columbia Gas Trans Co,0.060199
20156,Texas Eastern Trans Co,0.169592
20157,ANR Pipeline Co,0.329052
20158,East Tennessee Gas Co,0.074514
20159,Columbia Gas Trans Co,0.020784
20160,Texas Eastern Trans Co,0.155438
20161,ANR Pipeline Co,0.270302
20162,Columbia Gas Trans Co,0.071744
20163,Columbia Gas Trans Co,0.354701
20164,East Tennessee Gas Co,0.060426
20165,Texas Eastern Trans Co,0.152454
20166,ANR Pipeline Co,0.152466
20167,East Tennessee Gas Co,0.06629
20168,Texas Gas Transmission Co,0.062073
20169,Crossroads Pipeline Co,2.632938
20170,East Tennessee Gas Co,0.180014
20171,ANR Pipeline Co,0.154691
20172,Texas Gas Transmission Co,0.259908
20173,East Tennessee Gas Co,0.135748
20174,Crossroads Pipeline Co,1.171942
20175,ANR Pipeline Co,0.06025
20176,East Tennessee Gas Co,0.25341
20177,ANR Pipeline Co,0.251465
20178,Texas Gas Transmission Co,0.081616
20179,East Tennessee Gas Co,0.066719
20180,Crossroads Pipeline Co,0.086846
20181,East Tennessee Gas Co,0.051514
20182,Dominion Transmission Co,0.169139
20183,ANR Pipeline Co,0.174885
20184,Texas Gas Transmission Co,0.045381
20185,East Tennessee Gas Co,0.2818
20186,Texas Gas Transmission Co,0.050615
20187,ANR Pipeline Co,0.184138
20188,Dominion Transmission Co,0.167032
20189,ANR Pipeline Co,0.264055
20190,East Tennessee Gas Co,0.150277
20191,Texas Gas Transmission Co,0.077636
20192,East Tennessee Gas Co,0.142622
20193,Dominion Transmission Co,0.18864
20194,ANR Pipeline Co,0.166246
20195,Texas Gas Transmission Co,0.070096
20196,East Tennessee Gas Co,0.277401
20197,Dominion Transmission Co,0.116067
20198,Texas Gas Transmission Co,0.263621
20199,ANR Pipeline Co,0.327694
20200,Dominion Transmission Co,0.420253
20201,Texas Gas Transmission Co,0.23244
20202,East Tennessee Gas Co,0.008381
20203,East Tennessee Gas Co,0.112135
20204,Dominion Transmission Co,0.212044
20205,ANR Pipeline Co,0.13653
20206,Texas Gas Transmission Co,0.20342
20207,East Tennessee Gas Co,0.084267
20208,Dominion Transmission Co,0.129599
20209,ANR Pipeline Co,0.138185
20210,ANR Pipeline Co,0.241461
20211,Texas Gas Transmission Co,0.088719
20212,East Tennessee Gas Co,0.245065
20213,East Ohio Gas Co,0.034593
20214,East Ohio Gas Co,0.212759
20215,East Tennessee Gas Co,0.226843
20216,ANR Pipeline Co,0.055143
20217,Texas Gas Transmission Co,0.082113
20218,East Tennessee Gas Co,0.422302
20219,East Ohio Gas Co,0.151855
20220,ANR Pipeline Co,0.008437
20221,Texas Gas Transmission Co,0.098278
20222,East Tennessee Gas Co,0.088721
20223,East Ohio Gas Co,0.387993
20224,East Tennessee Gas Co,0.137098
20225,Texas Gas Transmission Co,0.087355
20226,ANR Pipeline Co,0.31243
20227,East Tennessee Gas Co,0.038326
20228,East Tennessee Gas Co,0.123786
20229,Texas Gas Transmission Co,0.133222
20230,ANR Pipeline Co,0.114562
20231,East Tennessee Gas Co,0.334182
20232,East Tennessee Gas Co,0.020383
20233,Texas Gas Transmission Co,0.036907
20234,East Tennessee Gas Co,0.100655
20235,ANR Pipeline Co,0.309905
20236,East Tennessee Gas Co,0.106909
20237,East Tennessee Gas Co,0.006904
20238,East Tennessee Gas Co,0.035986
20239,ANR Pipeline Co,0.264633
20240,Texas Gas Transmission Co,0.075928
20241,East Tennessee Gas Co,0.228334
20242,East Tennessee Gas Co,0.163822
20243,ANR Pipeline Co,0.199648
20244,East Tennessee Gas Co,0.02677
20245,ANR Pipeline Co,0.379589
20246,East Tennessee Gas Co,0.020243
20247,East Tennessee Gas Co,0.236535
20248,ANR Pipeline Co,0.153896
20249,East Tennessee Gas Co,0.188401
20250,ANR Pipeline Co,0.10138
20251,East Tennessee Gas Co,0.242161
20252,East Tennessee Gas Co,0.060182
20253,ANR Pipeline Co,0.2134
20254,East Tennessee Gas Co,0.173702
20255,East Tennessee Gas Co,0.080326
20256,ANR Pipeline Co,0.135278
20257,East Tennessee Gas Co,0.014414
20258,ANR Pipeline Co,0.475883
20259,East Tennessee Gas Co,0.538407
20260,East Tennessee Gas Co,0.289177
20261,East Tennessee Gas Co,0.06326
20262,ANR Pipeline Co,0.189766
20263,East Tennessee Gas Co,0.201618
20264,ANR Pipeline Co,0.283853
20265,East Tennessee Gas Co,0.098178
20266,East Tennessee Gas Co,0.18574
20267,Texas Gas Transmission Co,0.224072
20268,East Tennessee Gas Co,0.070767
20269,ANR Pipeline Co,0.054445
20270,East Tennessee Gas Co,0.116631
20271,ANR Pipeline Co,0.055504
20272,Texas Gas Transmission Co,0.116035
20273,East Tennessee Gas Co,0.099552
20274,ANR Pipeline Co,0.108551
20275,Texas Gas Transmission Co,0.10286
20276,East Tennessee Gas Co,0.071999
20277,Texas Gas Transmission Co,0.332409
20278,ANR Pipeline Co,0.090975
20279,Texas Gas Transmission Co,0.140318
20280,East Tennessee Gas Co,0.023086
20281,ANR Pipeline Co,0.056515
20282,East Tennessee Gas Co,0.0116
20283,Texas Gas Transmission Co,0.259934
20284,ANR Pipeline Co,0.256735
20285,East Tennessee Gas Co,0.483088
20286,Texas Gas Transmission Co,0.084059
20287,East Tennessee Gas Co,0.043213
20288,ANR Pipeline Co,0.089516
20289,East Tennessee Gas Co,0.035734
20290,Texas Gas Transmission Co,0.095001
20291,ANR Pipeline Co,0.515524
20292,East Tennessee Gas Co,0.091717
20293,Texas Gas Transmission Co,0.202903
20294,ANR Pipeline Co,0.117653
20295,East Tennessee Gas Co,0.006561
20296,Texas Gas Transmission Co,0.090961
20297,ANR Pipeline Co,0.386972
20298,East Tennessee Gas Co,0.087957
20299,Texas Gas Transmission Co,0.011497
20300,ANR Pipeline Co,0.069159
20301,East Tennessee Gas Co,0.032517
20302,Texas Gas Transmission Co,0.095691
20303,ANR Pipeline Co,0.17755
20304,East Tennessee Gas Co,0.19768
20305,Texas Gas Transmission Co,0.224373
20306,ANR Pipeline Co,0.123082
20307,Texas Gas Transmission Co,0.034009
20308,Great Lakes Gas Trans Co,0.089625
20309,ANR Pipeline Co,0.237105
20310,Great Lakes Gas Trans Co,0.452126
20311,ANR Pipeline Co,0.667612
20312,Great Lakes Gas Trans Co,0.070081
20313,ANR Pipeline Co,0.293516
20314,ANR Pipeline Co,0.049151
20315,Great Lakes Gas Trans Co,0.201639
20316,ANR Pipeline Co,0.018294
20317,Great Lakes Gas Trans Co,0.172025
20318,ANR Pipeline Co,0.059227
20319,Great Lakes Gas Trans Co,0.330113
20320,ANR Pipeline Co,0.23003
20321,ANR Pipeline Co,0.286178
20322,Great Lakes Gas Trans Co,0.111174
20323,Great Lakes Gas Trans Co,0.187353
20324,ANR Pipeline Co,0.540485
20325,Great Lakes Gas Trans Co,0.101123
20326,Great Lakes Gas Trans Co,0.157656
20327,ANR Pipeline Co,0.112841
20328,Great Lakes Gas Trans Co,0.432612
20329,ANR Pipeline Co,0.323083
20330,North Coast Gas Transmission Co,0.213941
20331,ANR Pipeline Co,0.321246
20332,North Coast Gas Transmission Co,0.68085
20333,ANR Pipeline Co,0.07914
20334,North Coast Gas Transmission Co,0.610954
20335,ANR Pipeline Co,0.130145
20336,North Coast Gas Transmission Co,0.061502
20337,ANR Pipeline Co,0.595934
20338,KO Transmission Co,0.003947
20339,KO Transmission Co,0.04284
20340,ANR Pipeline Co,0.581682
20341,Kentucky-West Virginia Gas Co,0.011219
20342,ANR Pipeline Co,0.196405
20343,Kentucky-West Virginia Gas Co,0.008527
20344,Kentucky-West Virginia Gas Co,0.019711
20345,ANR Pipeline Co,0.229995
20346,Kentucky-West Virginia Gas Co,0.015489
20347,ANR Pipeline Co,0.192557
20348,Kentucky-West Virginia Gas Co,0.013851
20349,ANR Pipeline Co,0.319824
20350,Kentucky-West Virginia Gas Co,0.007943
20351,ANR Pipeline Co,0.165503
20352,Kentucky-West Virginia Gas Co,0.009524
20353,ANR Pipeline Co,0.092263
20354,Kentucky-West Virginia Gas Co,0.009162
20355,ANR Pipeline Co,0.032287
20356,Kentucky-West Virginia Gas Co,0.009671
20357,ANR Pipeline Co,0.225429
20358,Kentucky-West Virginia Gas Co,0.007704
20359,ANR Pipeline Co,0.124792
20360,Kentucky-West Virginia Gas Co,0.006101
20361,ANR Pipeline Co,0.082014
20362,Kentucky-West Virginia Gas Co,0.003466
20363,ANR Pipeline Co,0.028992
20364,Kentucky-West Virginia Gas Co,0.002639
20365,Kentucky-West Virginia Gas Co,0.00341
20366,ANR Pipeline Co,0.027297
20367,Kentucky-West Virginia Gas Co,0.030669
20368,ANR Pipeline Co,0.074758
20369,Kentucky-West Virginia Gas Co,0.020844
20370,ANR Pipeline Co,0.016711
20371,Kentucky-West Virginia Gas Co,0.008747
20372,ANR Pipeline Co,0.020002
20373,Kentucky-West Virginia Gas Co,0.010158
20374,ANR Pipeline Co,0.079219
20375,ANR Pipeline Co,0.030272
20376,ANR Pipeline Co,0.030333
20377,ANR Pipeline Co,0.174979
20378,ANR Pipeline Co,0.016725
20379,ANR Pipeline Co,0.224527
20380,ANR Pipeline Co,0.040353
20381,ANR Pipeline Co,0.003701
20382,ANR Pipeline Co,0.005417
20383,ANR Pipeline Co,0.016947
20384,ANR Pipeline Co,0.187085
20385,ANR Pipeline Co,0.249913
20386,ANR Pipeline Co,0.011452
20387,ANR Pipeline Co,0.014207
20388,ANR Pipeline Co,0.005875
20389,ANR Pipeline Co,0.133857
20390,ANR Pipeline Co,0.364043
20391,ANR Pipeline Co,0.010678
20392,ANR Pipeline Co,0.077026
20393,ANR Pipeline Co,0.162523
20394,ANR Pipeline Co,0.015779
20395,ANR Pipeline Co,0.274301
20396,ANR Pipeline Co,0.222789
20397,ANR Pipeline Co,0.098123
20398,ANR Pipeline Co,0.064983
20399,Heartland Pipeline Co,0.482329
20400,Rockies Express Pipeline,2.844762
20401,Texas Gas Transmission Co,0.237245
20402,Texas Gas Transmission Co,0.240619
20403,Texas Gas Transmission Co,0.096286
20404,Texas Gas Transmission Co,0.28811
20405,Texas Gas Transmission Co,0.162765
20406,Texas Gas Transmission Co,0.104969
20407,Texas Gas Transmission Co,0.126896
20408,Texas Gas Transmission Co,0.144966
20409,Texas Gas Transmission Co,0.094702
20410,Texas Gas Transmission Co,0.192805
20411,Texas Gas Transmission Co,0.292192
20412,Texas Gas Transmission Co,0.22526
20413,Texas Gas Transmission Co,0.087811
20414,Texas Gas Transmission Co,0.136757
20415,Texas Gas Transmission Co,0.243705
20416,Texas Gas Transmission Co,0.153143
20417,Michcon Gas Co,0.088099
20418,Texas Gas Transmission Co,0.263455
20419,Michcon Gas Co,0.08138
20420,Michcon Gas Co,0.132864
20421,Texas Gas Transmission Co,0.162136
20422,Michcon Gas Co,0.172185
20423,Texas Gas Transmission Co,0.076129
20424,Michcon Gas Co,0.1729
20425,Texas Gas Transmission Co,0.249991
20426,Michcon Gas Co,0.261874
20427,Texas Gas Transmission Co,0.112595
20428,Michcon Gas Co,0.031233
20429,Texas Gas Transmission Co,0.087208
20430,Texas Gas Transmission Co,0.210472
20431,Michcon Gas Co,0.052736
20432,Michcon Gas Co,0.082131
20433,Texas Gas Transmission Co,0.215293
20434,Michcon Gas Co,0.091589
20435,Texas Gas Transmission Co,0.323066
20436,Michcon Gas Co,0.0984
20437,Texas Gas Transmission Co,0.090453
20438,Michcon Gas Co,0.082113
20439,Texas Gas Transmission Co,0.012302
20440,Michcon Gas Co,0.062741
20441,Texas Gas Transmission Co,0.021529
20442,Michcon Gas Co,0.19007
20443,Texas Gas Transmission Co,0.088943
20444,Michcon Gas Co,0.057887
20445,Texas Gas Transmission Co,0.032934
20446,Michcon Gas Co,0.198238
20447,Union Light Heat & Power,0.056944
20448,Texas Gas Transmission Co,0.06935
20449,Michcon Gas Co,0.482634
20450,Union Light Heat & Power,0.108003
20451,Michcon Gas Co,0.275973
20452,Texas Gas Transmission Co,0.097666
20453,Union Light Heat & Power,0.043822
20454,Texas Gas Transmission Co,0.081476
20455,Michcon Gas Co,0.047202
20456,Union Light Heat & Power,0.003493
20457,Texas Gas Transmission Co,0.059505
20458,Union Light Heat & Power,0.017807
20459,Texas Gas Transmission Co,0.181266
20460,Michcon Gas Co,0.0768
20461,Union Light Heat & Power,0.005757
20462,Michcon Gas Co,0.076172
20463,Texas Gas Transmission Co,0.208089
20464,Union Light Heat & Power,0.021078
20465,Michcon Gas Co,0.100736
20466,Union Light Heat & Power,0.121649
20467,Texas Gas Transmission Co,0.10624
20468,Michcon Gas Co,0.23104
20469,Texas Gas Transmission Co,0.13952
20470,Union Light Heat & Power,0.003891
20471,Michcon Gas Co,0.347943
20472,Texas Gas Transmission Co,0.20224
20473,Union Light Heat & Power,0.009377
20474,Michcon Gas Co,0.030386
20475,Union Light Heat & Power,0.020091
20476,Texas Gas Transmission Co,0.108544
20477,Union Light Heat & Power,0.015108
20478,Michcon Gas Co,0.062464
20479,Texas Gas Transmission Co,0.043283
20480,Union Light Heat & Power,0.011822
20481,Michcon Gas Co,0.067328
20482,Texas Gas Transmission Co,0.139102
20483,Union Light Heat & Power,0.022677
20484,Michcon Gas Co,0.110446
20485,Texas Gas Transmission Co,0.039168
20486,Union Light Heat & Power,0.042412
20487,Michcon Gas Co,0.148736
20488,Union Light Heat & Power,0.039369
20489,Texas Gas Transmission Co,0.146781
20490,Michcon Gas Co,0.352469
20491,Texas Gas Transmission Co,0.169766
20492,Union Light Heat & Power,0.033568
20493,Texas Gas Transmission Co,0.052224
20494,Michcon Gas Co,0.190432
20495,Texas Gas Transmission Co,0.243893
20496,Union Light Heat & Power,0.015522
20497,Michigan Gas Storage Co,0.283113
20498,Union Light Heat & Power,0.028641
20499,Texas Gas Transmission Co,0.063892
20500,Michigan Gas Storage Co,0.029925
20501,Union Light Heat & Power,0.061833
20502,Texas Gas Transmission Co,0.154542
20503,Michigan Gas Storage Co,0.058287
20504,Union Light Heat & Power,0.208872
20505,Texas Gas Transmission Co,0.139144
20506,Michigan Gas Storage Co,0.124914
20507,USG Pipeline Co,0.214459
20508,Texas Gas Transmission Co,0.167422
20509,Michigan Gas Storage Co,0.261703
20510,USG Pipeline Co,0.024111
20511,Texas Gas Transmission Co,0.19179
20512,Michigan Gas Storage Co,0.040582
20513,Vector Pipeline Co,0.310078
20514,Texas Gas Transmission Co,0.108518
20515,Michigan Gas Storage Co,0.051222
20516,Vector Pipeline Co,0.4379
20517,Texas Gas Transmission Co,0.188995
20518,Michigan Gas Storage Co,0.113645
20519,Texas Gas Transmission Co,0.085503
20520,Vector Pipeline Co,0.18794
20521,Michigan Gas Storage Co,0.076205
20522,Texas Gas Transmission Co,0.156191
20523,Vector Pipeline Co,0.488389
20524,Michigan Gas Storage Co,0.041789
20525,Texas Gas Transmission Co,0.332216
20526,Vector Pipeline Co,0.624588
20527,Michigan Gas Storage Co,0.175744
20528,Texas Gas Transmission Co,0.309842
20529,Vector Pipeline Co,0.34086
20530,Michigan Gas Storage Co,0.095872
20531,Texas Gas Transmission Co,0.157606
20532,Vector Pipeline Co,0.278064
20533,Michigan Gas Storage Co,0.243072
20534,Texas Gas Transmission Co,0.062849
20535,Michigan Gas Storage Co,0.132866
20536,Vector Pipeline Co,0.518326
20537,Texas Gas Transmission Co,0.063522
20538,Michigan Gas Storage Co,0.250035
20539,Texas Gas Transmission Co,0.066668
